species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,49.392558,-123.45934,4.0,,
Arbutus menziesii,39.091888,-120.965309,4.0,,
Arbutus menziesii,47.211155,-122.578255,13.0,,
Arbutus menziesii,49.637165,-125.110021,4.0,,
Arbutus menziesii,38.453183,-122.645492,5.0,,
Arbutus menziesii,39.550542,-123.425317,4.0,,
Arbutus menziesii,48.545145,-123.517738,6.0,,
Arbutus menziesii,38.523769,-122.760479,8.0,,
Arbutus menziesii,48.165663,-123.705827,23.0,,
Arbutus menziesii,48.449256,-123.346224,395.0,,
Arbutus menziesii,48.919132,-123.404325,4.0,,
Arbutus menziesii,48.928201,-123.471823,87.0,,
Arbutus menziesii,37.52605,-122.323233,142.0,,
Arbutus menziesii,48.482865,-123.555515,17.0,,
Arbutus menziesii,34.539986,-119.954156,5.0,,
Arbutus menziesii,49.203164,-124.014291,403.0,,
Arbutus menziesii,37.157341,-121.897755,5.0,,
Arbutus menziesii,48.492308,-123.34475,4.0,,
Arbutus menziesii,37.090609,-122.059997,16.0,,
Arbutus menziesii,48.46468,-123.446608,65.0,,
Arbutus menziesii,36.880905,-121.620452,35.0,,
Arbutus menziesii,43.263728,-123.46631,33.0,,
Arbutus menziesii,37.202939,-122.339425,5.0,,
Arbutus menziesii,48.491542,-122.692437,61.0,,
Arbutus menziesii,42.103303,-122.554305,4.0,,
Arbutus menziesii,48.512609,-122.598662,65.0,,
Arbutus menziesii,37.802426,-122.137585,154.0,,
Arbutus menziesii,37.253696,-122.220456,16.0,,
Arbutus menziesii,48.497363,-123.382483,197.0,,
Arbutus menziesii,47.08889,-122.189784,61.0,,
Arbutus menziesii,44.823574,-123.006308,4.0,,
Arbutus menziesii,36.493468,-121.758183,249.0,,
Arbutus menziesii,47.588752,-122.20198,43.0,,
Arbutus menziesii,48.461823,-123.307724,52.0,,
Arbutus menziesii,48.993453,-123.554224,22.0,,
Arbutus menziesii,37.831917,-122.484005,26.0,,
Arbutus menziesii,36.972819,-122.090018,215.0,,
Arbutus menziesii,48.41042,-123.364578,4.0,,
Arbutus menziesii,37.394943,-122.265127,106.0,,
Arbutus menziesii,36.117414,-121.470712,5.0,,
Arbutus menziesii,37.270138,-122.266911,32.0,,
Arbutus menziesii,37.914624,-122.265149,191.0,,
Arbutus menziesii,49.331725,-123.264563,30.0,,
Arbutus menziesii,47.678868,-122.345304,60.0,,
Arbutus menziesii,48.461976,-123.315251,32.0,,
Arbutus menziesii,37.433914,-122.289392,5.0,,
Arbutus menziesii,37.428906,-122.310302,8.0,,
Arbutus menziesii,39.336775,-121.258276,11.0,,
Arbutus menziesii,47.24392,-122.511475,65.0,,
Arbutus menziesii,39.50297,-121.280836,248.0,,
Arbutus menziesii,48.431044,-122.672572,177.0,,
Arbutus menziesii,37.201078,-121.531958,5.0,,
Arbutus menziesii,37.332906,-122.09549,254.0,,
Arbutus menziesii,48.424173,-123.318029,5.0,,
Arbutus menziesii,48.459788,-123.27562,5.0,,
Arbutus menziesii,49.143868,-123.968391,35.0,,
Arbutus menziesii,49.330915,-123.262636,25.0,,
Arbutus menziesii,37.466092,-122.279458,5.0,,
Arbutus menziesii,35.282038,-120.479828,4.0,,
Arbutus menziesii,37.485075,-122.272554,105.0,,
Arbutus menziesii,48.584752,-123.135883,244.0,,
Arbutus menziesii,38.407622,-122.488587,10.0,,
Arbutus menziesii,40.309362,-123.917069,188.0,,
Arbutus menziesii,48.436607,-123.448898,5.0,,
Arbutus menziesii,38.456136,-122.570053,5.0,,
Arbutus menziesii,48.325577,-123.631187,15.0,,
Arbutus menziesii,47.443605,-122.266543,19.0,,
Arbutus menziesii,48.470058,-123.466185,5.0,,
Arbutus menziesii,38.070779,-122.850812,5.0,,
Arbutus menziesii,38.486217,-122.888786,65.0,,
Arbutus menziesii,41.750112,-123.990983,5.0,,
Arbutus menziesii,39.585716,-121.118039,24.0,,
Arbutus menziesii,48.45792,-123.322853,6.0,,
Arbutus menziesii,48.083667,-123.787763,4.0,,
Arbutus menziesii,48.464993,-123.373419,85.0,,
Arbutus menziesii,48.601505,-122.826682,48.0,,
Arbutus menziesii,49.518101,-122.592182,30.0,,
Arbutus menziesii,37.309456,-122.172552,37.0,,
Arbutus menziesii,49.022324,-123.827847,81.0,,
Arbutus menziesii,48.794858,-123.522308,41.0,,
Arbutus menziesii,37.827244,-122.170855,20.0,,
Arbutus menziesii,48.386975,-123.50885,436.0,,
Arbutus menziesii,38.929453,-120.98877,4.0,,
Arbutus menziesii,48.141725,-122.513883,10.0,,
Arbutus menziesii,38.019886,-122.590913,45.0,,
Arbutus menziesii,47.532287,-122.397668,5.0,,
Arbutus menziesii,48.584422,-123.52947,2.0,,
Arbutus menziesii,37.816664,-122.172187,73.0,,
Arbutus menziesii,48.46308,-123.306612,8.0,,
Arbutus menziesii,38.995492,-122.756813,115.0,,
Arbutus menziesii,40.859727,-123.576433,308.0,,
Arbutus menziesii,38.010287,-122.49181,7.0,,
Arbutus menziesii,42.93431,-123.512475,7.0,,
Arbutus menziesii,34.507335,-119.763281,395.0,,
Arbutus menziesii,48.506007,-123.141303,10.0,,
Arbutus menziesii,48.45067,-123.610053,23.0,,
Arbutus menziesii,38.354551,-122.523082,15.0,,
Arbutus menziesii,48.927875,-123.468076,15.0,,
Arbutus menziesii,37.029228,-122.042763,35.0,,
Arbutus menziesii,39.258282,-121.000913,4.0,,
Arbutus menziesii,47.623749,-122.514544,10.0,,
Arbutus menziesii,48.630062,-123.465508,8.0,,
Arbutus menziesii,37.832775,-122.063003,4.0,,
Arbutus menziesii,38.906977,-120.599223,37.0,,
Arbutus menziesii,50.116902,-125.224562,4.0,,
Arbutus menziesii,48.495041,-123.314451,66.0,,
Arbutus menziesii,48.029136,-122.435045,9.0,,
Arbutus menziesii,37.053089,-122.131967,6.0,,
Arbutus menziesii,47.252007,-122.511893,9.0,,
Arbutus menziesii,47.499194,-123.271688,15.0,,
Arbutus menziesii,49.810153,-124.513838,63.0,,
Arbutus menziesii,37.252061,-122.041542,5.0,,
Arbutus menziesii,48.494339,-123.343004,4.0,,
Arbutus menziesii,48.492713,-123.34848,22.0,,
Arbutus menziesii,47.55082,-122.253747,4.0,,
Arbutus menziesii,37.935562,-122.121186,8.0,,
Arbutus menziesii,37.197061,-121.972146,105.0,,
Arbutus menziesii,48.571725,-123.462053,6.0,,
Arbutus menziesii,49.099011,-123.729514,4.0,,
Arbutus menziesii,48.41693,-122.658709,61.0,,
Arbutus menziesii,37.843627,-122.538696,10.0,,
Arbutus menziesii,48.463403,-123.555603,12.0,,
Arbutus menziesii,48.495037,-123.342827,5.0,,
Arbutus menziesii,48.4127,-123.36183,4.0,,
Arbutus menziesii,47.672737,-122.307258,20.0,,
Arbutus menziesii,48.701874,-122.899879,102.0,,
Arbutus menziesii,37.252062,-122.041503,3.0,,
Arbutus menziesii,47.501935,-122.285714,8.0,,
Arbutus menziesii,43.317945,-123.217989,2.0,,
Arbutus menziesii,37.85698,-121.94825,20.0,,
Arbutus menziesii,42.980734,-123.523424,8.0,,
Arbutus menziesii,48.492005,-122.692769,16.0,,
Arbutus menziesii,47.202846,-122.371136,51.0,,
Arbutus menziesii,37.999735,-122.495146,3.0,,
Arbutus menziesii,48.569595,-122.882965,70.0,,
Arbutus menziesii,48.401233,-122.632722,4.0,,
Arbutus menziesii,48.468995,-123.466308,6.0,,
Arbutus menziesii,48.815353,-124.000533,10.0,,
Arbutus menziesii,37.051218,-122.135791,2.0,,
Arbutus menziesii,48.809472,-123.292542,8.0,,
Arbutus menziesii,41.785947,-123.03071,42.0,,
Arbutus menziesii,49.513471,-123.964772,34.0,,
Arbutus menziesii,38.883311,-123.216378,5.0,,
Arbutus menziesii,37.034664,-122.049617,5.0,,
Arbutus menziesii,34.532501,-120.016076,5.0,,
Arbutus menziesii,47.655401,-122.294955,44.0,,
Arbutus menziesii,37.324465,-122.177238,311.0,,
Arbutus menziesii,45.076096,-123.055098,5.0,,
Arbutus menziesii,49.419784,-123.491284,115.0,,
Arbutus menziesii,37.844726,-121.921058,436.0,,
Arbutus menziesii,49.255605,-124.082965,18.0,,
Arbutus menziesii,47.072255,-122.895268,190.0,,
Arbutus menziesii,48.601874,-122.828627,4.0,,
Arbutus menziesii,49.025669,-123.831444,4.0,,
Arbutus menziesii,37.950387,-122.571267,10.0,,
Arbutus menziesii,37.743184,-122.411964,5.0,,
Arbutus menziesii,48.724122,-123.385011,5.0,,
Arbutus menziesii,36.995357,-122.068524,30.0,,
Arbutus menziesii,35.345805,-120.62548,4.0,,
Arbutus menziesii,48.457047,-123.478722,4.0,,
Arbutus menziesii,45.510691,-123.085079,6.0,,
Arbutus menziesii,48.511139,-123.385886,4.0,,
Arbutus menziesii,37.465769,-122.288925,5.0,,
Arbutus menziesii,37.005145,-121.977785,221.0,,
Arbutus menziesii,47.817635,-122.652802,44.0,,
Arbutus menziesii,48.489097,-123.307494,6.0,,
Arbutus menziesii,38.600506,-122.564225,5.0,,
Arbutus menziesii,47.654516,-122.410173,12.0,,
Arbutus menziesii,47.686714,-122.186009,76.0,,
Arbutus menziesii,38.037225,-122.54863,6.0,,
Arbutus menziesii,48.569515,-123.525879,9.0,,
Arbutus menziesii,49.423672,-123.602348,65.0,,
Arbutus menziesii,48.479358,-123.302925,4.0,,
Arbutus menziesii,48.78498,-123.377945,4.0,,
Arbutus menziesii,39.301662,-123.756645,4.0,,
Arbutus menziesii,37.359859,-122.21547,10.0,,
Arbutus menziesii,42.152789,-122.690012,16.0,,
Arbutus menziesii,49.466175,-123.792738,33.0,,
Arbutus menziesii,38.568569,-122.688918,180.0,,
Arbutus menziesii,48.457808,-123.323524,255.0,,
Arbutus menziesii,43.329906,-123.222782,7.0,,
Arbutus menziesii,47.66853,-122.308334,10.0,,
Arbutus menziesii,37.921471,-122.180662,5.0,,
Arbutus menziesii,48.492563,-123.345183,25.0,,
Arbutus menziesii,48.558679,-123.04852,5.0,,
Arbutus menziesii,48.460106,-123.311714,6.0,,
Arbutus menziesii,37.361198,-122.187916,16.0,,
Arbutus menziesii,45.582688,-122.74598,35.0,,
Arbutus menziesii,38.718079,-123.023631,31.0,,
Arbutus menziesii,48.143508,-122.757453,10.0,,
Arbutus menziesii,48.928931,-123.469334,43.0,,
Arbutus menziesii,48.52327,-123.44275,4.0,,
Arbutus menziesii,48.389068,-123.514441,72.0,,
Arbutus menziesii,48.53463,-123.39977,24.0,,
Arbutus menziesii,48.489537,-123.342705,64.0,,
Arbutus menziesii,48.515752,-122.603959,7.0,,
Arbutus menziesii,44.025394,-123.006269,184.0,,
Arbutus menziesii,48.894704,-123.408878,24.0,,
Arbutus menziesii,48.411223,-123.346368,8.0,,
Arbutus menziesii,49.22598,-123.947865,131.0,,
Arbutus menziesii,37.268742,-122.142997,17.0,,
Arbutus menziesii,47.751882,-122.368596,9.0,,
Arbutus menziesii,49.044096,-122.306104,8.0,,
Arbutus menziesii,48.43784,-123.387113,8.0,,
Arbutus menziesii,48.986141,-123.608316,10.0,,
Arbutus menziesii,48.404773,-122.645325,11.0,,
Arbutus menziesii,38.505636,-122.866438,43.0,,
Arbutus menziesii,47.654813,-122.412581,5.0,,
Arbutus menziesii,48.325577,-123.631187,15.0,,
Arbutus menziesii,48.598355,-122.943288,3.0,,
Arbutus menziesii,39.23229,-121.088825,4.0,,
Arbutus menziesii,48.453975,-123.481583,15.0,,
Arbutus menziesii,48.654567,-123.44587,6.0,,
Arbutus menziesii,48.388412,-123.523001,176.0,,
Arbutus menziesii,48.463735,-123.312112,65.0,,
Arbutus menziesii,45.364822,-122.801153,8.0,,
Arbutus menziesii,47.744498,-122.304186,4.0,,
Arbutus menziesii,49.068303,-123.652442,4.0,,
Arbutus menziesii,37.95235,-122.600762,4.0,,
Arbutus menziesii,39.21262,-121.031197,6.0,,
Arbutus menziesii,34.533328,-120.061569,4.0,,
Arbutus menziesii,48.496083,-123.492645,6.0,,
Arbutus menziesii,47.493758,-122.242148,5.0,,
Arbutus menziesii,48.058216,-123.799356,9.0,,
Arbutus menziesii,48.316381,-123.643569,6.0,,
Arbutus menziesii,37.939411,-122.562614,5.0,,
Arbutus menziesii,37.469788,-122.285287,6.0,,
Arbutus menziesii,37.185991,-121.99569,32.0,,
Arbutus menziesii,48.469833,-123.343658,8.0,,
Arbutus menziesii,36.650767,-121.818985,4.0,,
Arbutus menziesii,44.640097,-123.291453,98.0,,
Arbutus menziesii,48.489486,-123.345362,276.0,,
Arbutus menziesii,42.093425,-123.64122,4.0,,
Arbutus menziesii,37.387452,-122.275443,9.0,,
Arbutus menziesii,48.4598,-123.311645,64.0,,
Arbutus menziesii,49.173335,-123.840635,163.0,,
Arbutus menziesii,38.571471,-122.690592,8.0,,
Arbutus menziesii,45.582386,-122.748541,65.0,,
Arbutus menziesii,44.656869,-123.234962,129.0,,
Arbutus menziesii,37.996009,-122.590642,5.0,,
Arbutus menziesii,49.335322,-123.261253,4.0,,
Arbutus menziesii,48.469853,-123.495302,3.0,,
Arbutus menziesii,39.826787,-123.594728,50.0,,
Arbutus menziesii,49.506783,-124.691165,472.0,,
Arbutus menziesii,47.248481,-123.040792,8.0,,
Arbutus menziesii,48.461334,-123.512657,47.0,,
Arbutus menziesii,37.244881,-122.145405,4.0,,
Arbutus menziesii,41.608983,-123.090186,4.0,,
Arbutus menziesii,37.373178,-122.119514,16.0,,
Arbutus menziesii,48.399202,-123.711114,352.0,,
Arbutus menziesii,48.454017,-123.480256,5.0,,
Arbutus menziesii,38.439294,-122.497167,415.0,,
Arbutus menziesii,37.955997,-122.615155,9.0,,
Arbutus menziesii,49.078139,-123.706589,15.0,,
Arbutus menziesii,42.408345,-123.133103,3.0,,
Arbutus menziesii,37.996478,-122.502487,16.0,,
Arbutus menziesii,44.027988,-123.160391,29.0,,
Arbutus menziesii,37.407842,-122.237297,6.0,,
Arbutus menziesii,49.526005,-124.639695,4.0,,
Arbutus menziesii,49.167848,-123.972868,73.0,,
Arbutus menziesii,42.189774,-122.717141,31.0,,
Arbutus menziesii,37.57174,-122.481997,7.0,,
Arbutus menziesii,37.270032,-122.247591,8.0,,
Arbutus menziesii,38.399937,-122.552284,4.0,,
Arbutus menziesii,47.638658,-122.412184,165.0,,
Arbutus menziesii,37.324908,-122.181463,7.0,,
Arbutus menziesii,43.973513,-123.116522,15.0,,
Arbutus menziesii,48.839492,-123.713478,4.0,,
Arbutus menziesii,48.748497,-123.409303,4.0,,
Arbutus menziesii,47.534378,-122.392311,65.0,,
Arbutus menziesii,47.044666,-122.971921,4.0,,
Arbutus menziesii,48.512979,-123.566353,61.0,,
Arbutus menziesii,38.600922,-122.563836,4.0,,
Arbutus menziesii,48.40834,-122.652983,29.0,,
Arbutus menziesii,48.455605,-123.479653,200.0,,
Arbutus menziesii,47.550297,-122.248935,4.0,,
Arbutus menziesii,36.985566,-122.063891,314.0,,
Arbutus menziesii,38.522095,-122.7519,8.0,,
Arbutus menziesii,44.573053,-123.329301,196.0,,
Arbutus menziesii,37.849368,-121.927068,409.0,,
Arbutus menziesii,48.464838,-123.31717,14.0,,
Arbutus menziesii,48.019853,-123.572875,4.0,,
Arbutus menziesii,35.425555,-120.755525,6.0,,
Arbutus menziesii,37.244295,-122.143714,3.0,,
Arbutus menziesii,34.514931,-119.803506,4.0,,
Arbutus menziesii,37.791592,-122.172394,9.0,,
Arbutus menziesii,49.134713,-123.823233,376.0,,
Arbutus menziesii,48.475509,-123.467011,31.0,,
Arbutus menziesii,37.156722,-121.887162,4.0,,
Arbutus menziesii,48.316708,-123.63887,65.0,,
Arbutus menziesii,48.559228,-123.502512,8.0,,
Arbutus menziesii,37.400558,-121.79128,31.0,,
Arbutus menziesii,37.382758,-122.243308,35.0,,
Arbutus menziesii,48.465443,-123.46775,16.0,,
Arbutus menziesii,38.302158,-122.320785,7.0,,
Arbutus menziesii,37.289574,-122.154677,8.0,,
Arbutus menziesii,48.439545,-123.541625,4.0,,
Arbutus menziesii,48.439847,-123.296367,180.0,,
Arbutus menziesii,35.807983,-121.330781,11.0,,
Arbutus menziesii,48.493048,-123.344501,176.0,,
Arbutus menziesii,42.650242,-123.593597,4.0,,
Arbutus menziesii,38.453866,-122.932791,372.0,,
Arbutus menziesii,47.660961,-122.278046,22.0,,
Arbutus menziesii,49.677445,-124.484162,9.0,,
Arbutus menziesii,48.963026,-123.518266,10.0,,
Arbutus menziesii,36.245324,-121.754355,4.0,,
Arbutus menziesii,38.715554,-123.030119,150.0,,
Arbutus menziesii,48.496963,-123.343108,208.0,,
Arbutus menziesii,48.42377,-123.417604,8.0,,
Arbutus menziesii,48.454487,-123.549324,15.0,,
Arbutus menziesii,48.483137,-123.553832,8.0,,
Arbutus menziesii,37.309082,-122.197942,16.0,,
Arbutus menziesii,37.169128,-122.021294,4.0,,
Arbutus menziesii,37.995755,-122.513508,5.0,,
Arbutus menziesii,37.929828,-122.557847,4.0,,
Arbutus menziesii,37.01863,-121.975176,5.0,,
Arbutus menziesii,37.031733,-122.044659,71.0,,
Arbutus menziesii,38.350771,-122.585479,88.0,,
Arbutus menziesii,48.324946,-123.636021,4.0,,
Arbutus menziesii,47.171643,-122.560271,5.0,,
Arbutus menziesii,38.727916,-122.766006,10.0,,
Arbutus menziesii,49.757287,-124.30658,4.0,,
Arbutus menziesii,43.11025,-123.121994,9.0,,
Arbutus menziesii,35.25648,-120.483903,15.0,,
Arbutus menziesii,44.6038,-123.286142,10.0,,
Arbutus menziesii,37.808183,-122.1699,300.0,,
Arbutus menziesii,37.442481,-122.293119,16.0,,
Arbutus menziesii,37.226489,-122.105117,4.0,,
Arbutus menziesii,45.475838,-122.654167,96.0,,
Arbutus menziesii,48.492824,-123.345855,12.0,,
Arbutus menziesii,48.652808,-123.733789,8.0,,
Arbutus menziesii,38.390562,-122.929405,10.0,,
Arbutus menziesii,37.093866,-121.994149,6.0,,
Arbutus menziesii,37.766218,-122.470413,10.0,,
Arbutus menziesii,48.34119,-123.711773,123.0,,
Arbutus menziesii,49.365131,-124.698495,80.0,,
Arbutus menziesii,42.278163,-123.140244,10.0,,
Arbutus menziesii,37.473454,-122.278685,4.0,,
Arbutus menziesii,47.513815,-122.266741,114.0,,
Arbutus menziesii,36.983378,-122.078989,399.0,,
Arbutus menziesii,47.168853,-122.506783,4.0,,
Arbutus menziesii,37.967094,-122.268038,58.0,,
Arbutus menziesii,44.59879,-123.26601,10.0,,
Arbutus menziesii,39.827337,-123.584663,4.0,,
Arbutus menziesii,36.482067,-121.76622,3.0,,
Arbutus menziesii,48.651009,-122.493696,31.0,,
Arbutus menziesii,48.459778,-123.311797,6.0,,
Arbutus menziesii,37.471028,-122.313945,424.0,,
Arbutus menziesii,48.391152,-123.484952,6.0,,
Arbutus menziesii,48.495169,-123.338053,4.0,,
Arbutus menziesii,37.967703,-122.269771,4.0,,
Arbutus menziesii,49.337053,-123.268928,5.0,,
Arbutus menziesii,48.963765,-123.550916,122.0,,
Arbutus menziesii,40.471517,-122.747397,4.0,,
Arbutus menziesii,36.487156,-121.75242,190.0,,
Arbutus menziesii,47.081214,-122.982021,5.0,,
Arbutus menziesii,37.408943,-122.333216,8.0,,
Arbutus menziesii,50.257195,-125.036018,31.0,,
Arbutus menziesii,38.445873,-122.497957,20.0,,
Arbutus menziesii,37.239158,-122.070983,4.0,,
Arbutus menziesii,39.79567,-123.084733,4.0,,
Arbutus menziesii,42.516777,-123.365988,11.0,,
Arbutus menziesii,48.401179,-122.637923,12.0,,
Arbutus menziesii,48.557273,-123.505499,20.0,,
Arbutus menziesii,37.784508,-122.506937,5.0,,
Arbutus menziesii,48.454659,-123.274927,4.0,,
Arbutus menziesii,45.023586,-123.147369,5.0,,
Arbutus menziesii,39.540912,-121.512204,44.0,,
Arbutus menziesii,49.512365,-123.916973,21.0,,
Arbutus menziesii,48.463463,-123.555725,4.0,,
Arbutus menziesii,47.470784,-122.242646,19.0,,
Arbutus menziesii,48.577419,-123.368983,370.0,,
Arbutus menziesii,47.698367,-122.183093,7.0,,
Arbutus menziesii,37.439575,-122.291855,5.0,,
Arbutus menziesii,38.571103,-122.684988,4.0,,
Arbutus menziesii,38.008172,-122.500488,5.0,,
Arbutus menziesii,47.658709,-122.311872,65.0,,
Arbutus menziesii,44.022363,-123.157345,4.0,,
Arbutus menziesii,50.072803,-124.981819,98.0,,
Arbutus menziesii,48.851,-123.552632,3.0,,
Arbutus menziesii,47.188255,-122.57483,15.0,,
Arbutus menziesii,48.656176,-122.500062,9.0,,
Arbutus menziesii,38.001575,-122.516183,4.0,,
Arbutus menziesii,37.316617,-122.20227,10.0,,
Arbutus menziesii,49.151131,-123.979252,4.0,,
Arbutus menziesii,48.46002,-123.282538,48.0,,
Arbutus menziesii,48.574378,-122.713333,64.0,,
Arbutus menziesii,49.08105,-123.713478,7.0,,
Arbutus menziesii,37.828623,-122.175053,7.0,,
Arbutus menziesii,42.310655,-122.979307,14.0,,
Arbutus menziesii,48.8156,-123.308425,6.0,,
Arbutus menziesii,48.473294,-123.374642,4.0,,
Arbutus menziesii,49.186482,-123.819884,55.0,,
Arbutus menziesii,37.964296,-122.265661,26.0,,
Arbutus menziesii,48.774933,-123.372223,40.0,,
Arbutus menziesii,48.49239,-123.345547,191.0,,
Arbutus menziesii,40.92436,-122.816934,76.0,,
Arbutus menziesii,38.815512,-120.92665,5.0,,
Arbutus menziesii,49.63748,-125.113486,11.0,,
Arbutus menziesii,42.744114,-122.49435,6.0,,
Arbutus menziesii,48.454157,-123.481745,4.0,,
Arbutus menziesii,48.562088,-123.498733,4.0,,
Arbutus menziesii,45.022023,-123.145803,205.0,,
Arbutus menziesii,48.400002,-122.650002,90.0,,
Arbutus menziesii,48.50692,-123.566327,2.0,,
Arbutus menziesii,38.456662,-122.574171,12.0,,
Arbutus menziesii,48.327225,-123.634378,11.0,,
Arbutus menziesii,43.476906,-123.426922,12.0,,
Arbutus menziesii,38.633408,-122.58977,4.0,,
Arbutus menziesii,48.492843,-123.307992,6.0,,
Arbutus menziesii,37.568874,-122.489063,27.0,,
Arbutus menziesii,50.137578,-125.047583,19.0,,
Arbutus menziesii,48.472937,-123.296172,8.0,,
Arbutus menziesii,37.078572,-122.134047,165.0,,
Arbutus menziesii,42.245282,-122.977883,15.0,,
Arbutus menziesii,48.121964,-123.120054,9.0,,
Arbutus menziesii,47.531654,-122.393704,65.0,,
Arbutus menziesii,47.748628,-122.298482,5.0,,
Arbutus menziesii,42.936018,-122.974933,10.0,,
Arbutus menziesii,49.170203,-123.852587,165.0,,
Arbutus menziesii,37.023068,-122.085646,5.0,,
Arbutus menziesii,37.261208,-122.237966,16.0,,
Arbutus menziesii,37.476158,-122.287322,5.0,,
Arbutus menziesii,44.037538,-123.16741,31.0,,
Arbutus menziesii,47.39185,-122.434045,5.0,,
Arbutus menziesii,42.768022,-123.473485,15.0,,
Arbutus menziesii,48.493213,-123.338028,26.0,,
Arbutus menziesii,37.819428,-122.159262,76.0,,
Arbutus menziesii,37.281972,-122.04282,65.0,,
Arbutus menziesii,42.310937,-122.96533,47.0,,
Arbutus menziesii,49.622584,-124.025283,19.0,,
Arbutus menziesii,42.867557,-123.62515,5.0,,
Arbutus menziesii,37.809723,-122.171512,5.0,,
Arbutus menziesii,38.760863,-120.600005,5.0,,
Arbutus menziesii,43.566465,-123.391665,14.0,,
Arbutus menziesii,47.674738,-122.25473,4.0,,
Arbutus menziesii,48.425144,-123.525943,61.0,,
Arbutus menziesii,37.15942,-122.127854,4.0,,
Arbutus menziesii,37.368492,-122.249244,4.0,,
Arbutus menziesii,48.663167,-123.276253,6.0,,
Arbutus menziesii,48.468669,-123.32153,4.0,,
Arbutus menziesii,48.463364,-123.457717,5.0,,
Arbutus menziesii,38.50592,-122.86743,5.0,,
Arbutus menziesii,37.44237,-122.29049,8.0,,
Arbutus menziesii,38.418025,-122.587944,5.0,,
Arbutus menziesii,48.756507,-123.422901,31.0,,
Arbutus menziesii,36.290622,-121.611808,4.0,,
Arbutus menziesii,49.306147,-123.00158,179.0,,
Arbutus menziesii,48.441897,-123.555695,4.0,,
Arbutus menziesii,48.996903,-123.567428,5.0,,
Arbutus menziesii,38.651413,-122.587242,10.0,,
Arbutus menziesii,47.531693,-122.06925,7.0,,
Arbutus menziesii,48.461403,-123.316936,32.0,,
Arbutus menziesii,48.591852,-123.031844,6.0,,
Arbutus menziesii,45.4147,-122.701683,16.0,,
Arbutus menziesii,37.078603,-122.134003,65.0,,
Arbutus menziesii,47.553517,-122.24662,3.0,,
Arbutus menziesii,48.461356,-123.312296,81.0,,
Arbutus menziesii,48.989355,-123.841034,208.0,,
Arbutus menziesii,48.464317,-123.315155,10.0,,
Arbutus menziesii,48.483167,-123.553842,5.0,,
Arbutus menziesii,38.570883,-122.423028,4.0,,
Arbutus menziesii,44.12447,-123.350097,2.0,,
Arbutus menziesii,37.960378,-122.25472,28.0,,
Arbutus menziesii,48.511997,-123.530563,10.0,,
Arbutus menziesii,38.398731,-122.511794,5.0,,
Arbutus menziesii,48.521531,-123.530242,5.0,,
Arbutus menziesii,48.436409,-123.60318,15.0,,
Arbutus menziesii,36.383528,-121.553637,11.0,,
Arbutus menziesii,38.86902,-123.251174,5.0,,
Arbutus menziesii,43.322637,-123.24707,32.0,,
Arbutus menziesii,37.946793,-122.135628,15.0,,
Arbutus menziesii,37.378669,-122.276392,25.0,,
Arbutus menziesii,40.338761,-123.318019,284.0,,
Arbutus menziesii,37.928294,-122.154016,5.0,,
Arbutus menziesii,37.848478,-122.196922,13.0,,
Arbutus menziesii,48.898675,-123.781589,122.0,,
Arbutus menziesii,42.48418,-123.326614,11.0,,
Arbutus menziesii,37.27223,-122.27263,18.0,,
Arbutus menziesii,37.284321,-122.257727,32.0,,
Arbutus menziesii,37.324811,-122.199372,61.0,,
Arbutus menziesii,36.574628,-121.854303,5.0,,
Arbutus menziesii,37.050689,-122.138094,191.0,,
Arbutus menziesii,37.466652,-122.285585,31.0,,
Arbutus menziesii,48.125793,-123.493813,4.0,,
Arbutus menziesii,43.981133,-123.087348,12.0,,
Arbutus menziesii,49.073914,-123.647628,4.0,,
Arbutus menziesii,37.817322,-122.180533,8.0,,
Arbutus menziesii,48.46862,-123.305561,95.0,,
Arbutus menziesii,37.026672,-122.044808,3.0,,
Arbutus menziesii,37.949726,-122.599969,5.0,,
Arbutus menziesii,49.320945,-124.265105,224.0,,
Arbutus menziesii,38.43712,-122.516062,5.0,,
Arbutus menziesii,37.416028,-122.286192,4.0,,
Arbutus menziesii,40.063503,-123.796785,326.0,,
Arbutus menziesii,37.227652,-122.098461,112.0,,
Arbutus menziesii,42.654931,-123.729569,4.0,,
Arbutus menziesii,49.018967,-123.816075,8.0,,
Arbutus menziesii,36.361468,-121.566076,15.0,,
Arbutus menziesii,36.99802,-122.059561,5.0,,
Arbutus menziesii,37.441942,-122.323142,442.0,,
Arbutus menziesii,47.424975,-122.452521,14.0,,
Arbutus menziesii,37.962127,-122.591618,19.0,,
Arbutus menziesii,35.344022,-120.624245,4.0,,
Arbutus menziesii,37.940898,-122.639669,5.0,,
Arbutus menziesii,37.82168,-122.186973,4.0,,
Arbutus menziesii,47.265778,-122.804262,4.0,,
Arbutus menziesii,36.049631,-121.497517,3.0,,
Arbutus menziesii,49.637745,-125.115074,5.0,,
Arbutus menziesii,40.924348,-123.467054,15.0,,
Arbutus menziesii,44.029839,-123.164292,382.0,,
Arbutus menziesii,41.777942,-123.028519,4.0,,
Arbutus menziesii,48.446797,-123.398075,10.0,,
Arbutus menziesii,49.080917,-123.712058,11.0,,
Arbutus menziesii,44.079504,-123.108925,9.0,,
Arbutus menziesii,48.930384,-123.476023,87.0,,
